Tipo,Año,Mes,Índice (MXN/GJ),Índice (USD/MBtu),Tipo de cambio,Número de Comercializadores,Transacciones reportadas,Transacciones atípicas,Volumen comercializado total (GJ),fecha_procesamiento
IPGN,2018,Enero,78.1289,4.3379,19.0025,20,159,6,169033189.1,2025-09-28 18:09:10.244878
IPGN,2019,Enero,79.6786,4.3749,19.2154,23,286,13,205463002.7,2025-09-28 18:09:10.244878
IPGN,2020,Enero,52.0535,2.9203,18.806,24,298,37,199059083.1,2025-09-28 18:09:10.244878
IPGN,2021,Enero,63.9199,3.3908,19.8889,27,254,37,185882265.2,2025-09-28 18:09:10.244878
IPGN,2022,Enero,92.6408,4.7741,20.4734,29,314,10,182446927.6,2025-09-28 18:09:10.244878
IPGN,2023,Enero,90.7206,5.0261,19.0436,31,436,14,201966316.1,2025-09-28 18:09:10.244878
IPGN,2024,Enero,60.888,3.765,17.0626,27,377,14,209165238.1,2025-09-28 18:09:10.244878
IPGN,2025,Enero,84.81,4.3521,20.5599,32,419,14,236290629.5,2025-09-28 18:09:10.244878
IPGN,2018,Febrero,80.4542,4.5567,18.6282,22,153,7,162354004.8,2025-09-28 18:09:10.244878
IPGN,2019,Febrero,69.4891,3.8204,19.1902,22,297,13,186743113.5,2025-09-28 18:09:10.244878
IPGN,2020,Febrero,48.2574,2.7131,18.7664,23,313,42,183170543.8,2025-09-28 18:09:10.244878
IPGN,2021,Febrero,410.0189,21.3717,20.2415,26,262,30,163648186.6,2025-09-28 18:09:10.244878
IPGN,2022,Febrero,105.1,5.4138,20.4823,32,350,13,176235421.5,2025-09-28 18:09:10.244878
IPGN,2023,Febrero,58.5271,3.3124,18.6418,30,422,14,190515361.4,2025-09-28 18:09:10.244878
IPGN,2024,Febrero,42.1724,2.6021,17.0996,28,498,16,204511885.1,2025-09-28 18:09:10.244878
IPGN,2025,Febrero,70.4522,3.6328,20.4612,38,436,11,228546853.5,2025-09-28 18:09:10.244878
IPGN,2018,Marzo,68.8548,3.8882,18.6839,22,176,10,174857038.3,2025-09-28 18:09:10.244878
IPGN,2019,Marzo,57.3685,3.1469,19.2339,23,311,13,210576916.0,2025-09-28 18:09:10.244878
IPGN,2020,Marzo,46.2114,2.2193,21.969,22,330,38,182249779.8,2025-09-28 18:09:10.244878
IPGN,2021,Marzo,71.1911,3.6129,20.7895,30,340,62,215921791.4,2025-09-28 18:09:10.244878
IPGN,2022,Marzo,92.9422,4.7588,20.6061,31,344,11,196206334.9,2025-09-28 18:09:10.244878
IPGN,2023,Marzo,47.7043,2.7349,18.403,29,424,13,214569929.4,2025-09-28 18:09:10.244878
IPGN,2024,Marzo,30.4848,1.9094,16.8445,29,407,18,212871994.45,2025-09-28 18:09:10.244878
IPGN,2025,Marzo,61.1124,3.1843,20.2488,34,542,15,340535827.4,2025-09-28 18:09:10.244878
IPGN,2018,Abril,71.8538,4.1321,18.3464,20,180,5,154646713.7,2025-09-28 18:09:10.244878
IPGN,2019,Abril,51.9383,2.8806,19.0231,18,252,9,179868052.2,2025-09-28 18:09:10.244878
IPGN,2020,Abril,48.9707,2.1299,24.2579,26,326,52,187023821.3,2025-09-28 18:09:10.244878
IPGN,2021,Abril,64.1778,3.3766,20.0534,28,320,43,213479874.1,2025-09-28 18:09:10.244878
IPGN,2022,Abril,115.8555,6.0972,20.0475,31,408,17,211683979.6,2025-09-28 18:09:10.244878
IPGN,2023,Abril,42.7243,2.4919,18.0891,25,450,14,215509082.1,2025-09-28 18:09:10.244878
IPGN,2024,Abril,28.1815,1.7731,16.7691,28,394,15,216455987.9,2025-09-28 18:09:10.244878
IPGN,2025,Abril,59.8831,3.1373,20.1385,29,397,12,234468743.4,2025-09-28 18:09:10.244878
IPGN,2018,Mayo,74.3111,4.0228,19.4894,19,179,8,160445522.8,2025-09-28 18:09:10.244878
IPGN,2019,Mayo,54.301,3.0014,19.0883,23,303,7,229542463.41,2025-09-28 18:09:10.244878
IPGN,2020,Mayo,53.0901,2.3734,23.6004,23,288,39,146547078.6,2025-09-28 18:09:10.244878
IPGN,2021,Mayo,70.8951,3.7431,19.9829,33,409,52,233124249.1,2025-09-28 18:09:10.244878
IPGN,2022,Mayo,140.8607,7.3901,20.1101,30,390,22,227229287.8,2025-09-28 18:09:10.244878
IPGN,2023,Mayo,53.2013,3.1591,17.768,32,408,11,112632168.8,2025-09-28 18:09:10.244878
IPGN,2024,Mayo,30.6026,1.9218,16.8011,32,424,14,249964778.7,2025-09-28 18:09:10.244878
IPGN,2025,Mayo,53.5949,2.906,19.4585,32,403,12,251550082.8,2025-09-28 18:09:10.244878
IPGN,2018,Junio,74.7387,3.8824,20.3105,21,183,7,170329829.7,2025-09-28 18:09:10.244878
IPGN,2019,Junio,50.8769,2.7825,19.2912,21,243,5,233195999.92,2025-09-28 18:09:10.244878
IPGN,2020,Junio,49.02,2.3281,22.2153,24,290,35,186017228.1,2025-09-28 18:09:10.244878
IPGN,2021,Junio,66.9064,3.5231,20.0366,30,354,13,246756973.9,2025-09-28 18:09:10.244878
IPGN,2022,Junio,144.8,7.65,19.9743,29,397,13,223299730.0,2025-09-28 18:09:10.244878
IPGN,2023,Junio,57.8157,3.5274,17.293,29,282,7,96336348.31,2025-09-28 18:09:10.244878
IPGN,2024,Junio,42.3503,2.4708,18.0839,30,419,15,236657611.1,2025-09-28 18:09:10.244878
IPGN,2025,Junio,59.4758,3.289,19.0791,33,423,10,268585003.9,2025-09-28 18:09:10.244878
IPGN,2017,Julio,69.4485,4.1048,17.8513,14,101,3,97649053.1,2025-09-28 18:09:10.244878
IPGN,2018,Julio,74.1109,4.0901,19.1171,20,205,9,215370674.4,2025-09-28 18:09:10.244878
IPGN,2019,Julio,47.4129,2.6236,19.0669,25,356,9,247247711.3,2025-09-28 18:09:10.244878
IPGN,2020,Julio,48.7371,2.287,22.4836,23,327,40,218836042.4,2025-09-28 18:09:10.244878
IPGN,2021,Julio,75.3741,3.9819,19.9715,32,345,12,186304761.8,2025-09-28 18:09:10.244878
IPGN,2022,Julio,131.4958,6.7592,20.5254,26,367,12,229394374.4,2025-09-28 18:09:10.244878
IPGN,2023,Julio,62.859,3.9139,16.9447,29,269,6,97525464.0,2025-09-28 18:09:10.244878
IPGN,2024,Julio,39.6249,2.3125,18.0786,34,433,12,259640545.8,2025-09-28 18:09:10.244878
IPGN,2025,Julio,62.0785,3.5035,18.6948,30,419,10,258453269.6,2025-09-28 18:09:10.244878
IPGN,2017,Agosto,72.8156,4.3141,17.8078,17,118,4,239592565.7,2025-09-28 18:09:10.244878
IPGN,2018,Agosto,73.6902,4.1336,18.8089,21,207,11,245943829.2,2025-09-28 18:09:10.244878
IPGN,2019,Agosto,52.927,2.8505,19.5896,26,326,33,263827975.8,2025-09-28 18:09:10.244878
IPGN,2020,Agosto,56.6134,2.6861,22.237,28,333,45,235289828.7,2025-09-28 18:09:10.244878
IPGN,2021,Agosto,80.11,4.2149,4.0741,31,347,12,241408163.4,2025-09-28 18:09:10.244878
IPGN,2022,Agosto,159.6566,8.363,20.142,30,396,13,225754469.2,2025-09-28 18:09:10.244878
IPGN,2023,Agosto,53.5774,3.3318,16.966,28,350,9,231380727.9,2025-09-28 18:09:10.244878
IPGN,2024,Agosto,37.0787,2.0528,19.0568,31,381,11,265559258.2,2025-09-28 18:09:10.244878
IPGN,2025,Agosto,54.6979,3.0827,18.7204,34,440,7,276243023.0,2025-09-28 18:09:10.244878
IPGN,2017,Septiembre,69.0214,4.0913,17.7991,17,102,5,147493624.1,2025-09-28 18:09:10.244878
IPGN,2018,Septiembre,78.1838,4.3292,19.0539,20,214,7,229240571.9,2025-09-28 18:09:10.244878
IPGN,2019,Septiembre,60.3116,3.2425,19.6242,25,328,46,241588228.2,2025-09-28 18:09:10.244878
IPGN,2020,Septiembre,58.5947,2.8561,21.645,26,336,41,225058037.1,2025-09-28 18:09:10.244878
IPGN,2021,Septiembre,89.0365,4.6951,20.0078,32,356,4,321611762.1,2025-09-28 18:09:10.244878
IPGN,2022,Septiembre,151.3712,7.9562,20.073,30,475,16,221537861.4,2025-09-28 18:09:10.244878
IPGN,2023,Septiembre,52.5819,3.2174,17.2426,443,14,31,251347024.8,2025-09-28 18:09:10.244878
IPGN,2024,Septiembre,38.0459,2.0439,19.6395,34,450,18,271559057.5,2025-09-28 18:09:10.244878
IPGN,2017,Octubre,70.4169,3.9677,18.7247,22,147,5,166330208.9,2025-09-28 18:09:10.244878
IPGN,2018,Octubre,66.114,3.659,19.0638,21,273,11,198724042.1,2025-09-28 18:09:10.244878
IPGN,2019,Octubre,57.9721,3.1577,19.3701,25,323,50,240331192.7,2025-09-28 18:09:10.244878
IPGN,2020,Octubre,62.8382,3.1045,21.3558,27,312,50,225120296.6,2025-09-28 18:09:10.244878
IPGN,2021,Octubre,100.6073,5.1849,20.4723,31,333,2,311684980.4,2025-09-28 18:09:10.244878
IPGN,2022,Octubre,106.4048,5.6091,20.0146,32,462,20,220289824.6,2025-09-28 18:09:10.244878
IPGN,2023,Octubre,51.7434,3.0272,18.0338,33,463,16,237003128.8,2025-09-28 18:09:10.244878
IPGN,2024,Octubre,43.5147,2.3345,19.6659,33,418,16,257434239.6,2025-09-28 18:09:10.244878
IPGN,2017,Noviembre,75.3159,4.1873,18.977,20,146,8,152457104.8,2025-09-28 18:09:10.244878
IPGN,2018,Noviembre,74.5959,3.8866,20.25,21,291,11,212784184.4,2025-09-28 18:09:10.244878
IPGN,2019,Noviembre,57.6655,3.1535,19.2931,24,278,40,194769660.8,2025-09-28 18:09:10.244878
IPGN,2020,Noviembre,67.1283,3.4534,20.5088,28,345,47,205053125.9,2025-09-28 18:09:10.244878
IPGN,2021,Noviembre,111.8416,5.6773,20.7843,28,362,3,300806865.6,2025-09-28 18:09:10.244878
IPGN,2022,Noviembre,94.4554,5.1114,19.497,33,434,14,206323936.3,2025-09-28 18:09:10.244878
IPGN,2023,Noviembre,50.6117,3.0594,17.4537,31,486,17,211256903.8,2025-09-28 18:09:10.244878
IPGN,2024,Noviembre,47.163,2.449,20.3185,42,714,19,293264749.0,2025-09-28 18:09:10.244878
IPGN,2017,Diciembre,73.2271,4.0529,19.0625,21,150,3,159478582.7,2025-09-28 18:09:10.244878
IPGN,2018,Diciembre,87.9815,4.6005,20.1775,22,294,13,196440198.0,2025-09-28 18:09:10.244878
IPGN,2019,Diciembre,57.9798,3.1898,19.1776,23,278,41,181505689.1,2025-09-28 18:09:10.244878
IPGN,2020,Diciembre,68.86,3.6358,19.9821,30,360,49,202232981.5,2025-09-28 18:09:10.244878
IPGN,2021,Diciembre,93.9061,4.7208,20.9873,31,355,12,186803946.5,2025-09-28 18:09:10.244878
IPGN,2022,Diciembre,118.7468,6.3978,19.5825,28,424,15,190770767.1,2025-09-28 18:09:10.244878
IPGN,2023,Diciembre,49.4863,3.0311,17.2253,36,570,18,221357292.3,2025-09-28 18:09:10.244878
IPGN,2024,Diciembre,67.3256,3.5098,20.2382,30,412,14,218209945.1,2025-09-28 18:09:10.244878
Región I,2019,Enero,55.2865,3.0356,19.2154,0,25,1,23001669.3,2025-09-28 18:09:10.244878
Región I,2020,Enero,38.1832,2.1422,18.806,-,24,2,21799137.6,2025-09-28 18:09:10.244878
Región I,2021,Enero,58.5762,3.1073,19.8889,-,27,2,22392902.3,2025-09-28 18:09:10.244878
Región I,2022,Enero,107.6507,5.5476,20.4734,8,26,0,26000204.5,2025-09-28 18:09:10.244878
Región I,2023,Enero,201.3109,11.1531,19.0436,9,34,1,28490798.3,2025-09-28 18:09:10.244878
Región I,2024,Enero,70.2544,4.3442,17.0626,7,29,3,31333794.3,2025-09-28 18:09:10.244878
Región I,2025,Enero,80.2983,4.1206,20.5599,9,36,1,29675541.4,2025-09-28 18:09:10.244878
Región I,2018,Febrero,106.9645,6.0582,18.6282,-,9,0,19381138.1,2025-09-28 18:09:10.244878
Región I,2019,Febrero,67.984,3.7377,19.1902,-,23,1,24201289.2,2025-09-28 18:09:10.244878
Región I,2020,Febrero,27.4849,1.5452,18.7664,-,24,4,20486316.3,2025-09-28 18:09:10.244878
Región I,2021,Febrero,685.9536,35.7544,20.2415,-,28,1,20081111.8,2025-09-28 18:09:10.244878
Región I,2022,Febrero,91.1672,4.6961,20.4823,8,31,1,21271779.7,2025-09-28 18:09:10.244878
Región I,2023,Febrero,86.0762,4.8716,18.6418,10,34,0,19941166.5,2025-09-28 18:09:10.244878
Región I,2024,Febrero,34.346,2.1192,17.0996,7,39,2,27770737.6,2025-09-28 18:09:10.244878
Región I,2025,Febrero,63.0009,3.2486,20.4612,10,38,1,30674732.9,2025-09-28 18:09:10.244878
Región I,2018,Marzo,100.6019,5.6809,18.6839,-,9,0,17890735.6,2025-09-28 18:09:10.244878
Región I,2019,Marzo,35.033,1.9217,19.2339,-,24,1,20794035.1,2025-09-28 18:09:10.244878
Región I,2020,Marzo,24.3414,1.169,21.969,-,21,4,17165494.9,2025-09-28 18:09:10.244878
Región I,2021,Marzo,62.0466,3.1488,20.7895,-,28,4,23222116.8,2025-09-28 18:09:10.244878
Región I,2022,Marzo,85.629,4.3843,20.6061,7,29,1,25070026.6,2025-09-28 18:09:10.244878
Región I,2023,Marzo,52.1245,2.9883,18.403,8,22,0,21661300.5,2025-09-28 18:09:10.244878
Región I,2024,Marzo,16.073,1.0067,16.8445,8,37,2,28516345.47,2025-09-28 18:09:10.244878
Región I,2025,Marzo,29.0706,1.5147,20.2488,9,37,2,30895507.2,2025-09-28 18:09:10.244878
Región I,2018,Abril,83.0706,4.7772,18.3464,-,9,0,22524006.0,2025-09-28 18:09:10.244878
Región I,2019,Abril,22.8908,1.2696,19.0231,-,24,0,19826926.4,2025-09-28 18:09:10.244878
Región I,2020,Abril,24.0551,1.0462,24.2579,-,26,4,20784702.9,2025-09-28 18:09:10.244878
Región I,2021,Abril,58.1399,3.0589,20.0534,-,29,5,28627579.4,2025-09-28 18:09:10.244878
Región I,2022,Abril,119.3992,6.2837,20.0475,7,27,0,25121653.7,2025-09-28 18:09:10.244878
Región I,2023,Abril,42.0004,2.4497,18.0891,11,34,2,18289099.1,2025-09-28 18:09:10.244878
Región I,2024,Abril,11.3763,0.7158,16.7691,8,36,2,28184909.2,2025-09-28 18:09:10.244878
Región I,2025,Abril,31.8377,1.668,20.1385,9,37,2,28472854.9,2025-09-28 18:09:10.244878
Región I,2018,Mayo,86.201,4.6665,19.4894,-,8,0,23348824.5,2025-09-28 18:09:10.244878
Región I,2019,Mayo,19.0661,1.0538,19.0883,-,24,1,22015240.5,2025-09-28 18:09:10.244878
Región I,2020,Mayo,40.5162,1.8113,23.6004,-,26,4,25381298.7,2025-09-28 18:09:10.244878
Región I,2021,Mayo,59.1923,3.1252,19.9829,-,31,5,27568674.0,2025-09-28 18:09:10.244878
Región I,2022,Mayo,143.0491,7.505,20.1101,9,29,1,30066943.0,2025-09-28 18:09:10.244878
Región I,2023,Mayo,53.9314,3.2024,17.768,8,20,1,10101020.8,2025-09-28 18:09:10.244878
Región I,2024,Mayo,11.2341,0.7055,16.8011,10,37,2,36683997.1,2025-09-28 18:09:10.244878
Región I,2025,Mayo,32.8645,1.7819,19.4585,9,36,2,34400753.8,2025-09-28 18:09:10.244878
Región I,2018,Junio,82.7479,4.2985,20.3105,-,10,0,29672516.9,2025-09-28 18:09:10.244878
Región I,2019,Junio,16.3606,0.8948,19.2912,-,23,1,19213689.8,2025-09-28 18:09:10.244878
Región I,2020,Junio,36.0673,1.7129,22.2153,-,22,5,28514462.2,2025-09-28 18:09:10.244878
Región I,2021,Junio,75.9288,3.9982,20.0366,-,31,2,38383092.8,2025-09-28 18:09:10.244878
Región I,2022,Junio,150.65,7.96,19.9743,8,33,1,36137262.0,2025-09-28 18:09:10.244878
Región I,2023,Junio,83.4647,5.0923,17.293,8,20,1,10550465.22,2025-09-28 18:09:10.244878
Región I,2024,Junio,26.3778,1.5389,18.0839,10,39,1,34155471.2,2025-09-28 18:09:10.244878
Región I,2025,Junio,63.805,3.5284,19.0791,9,36,1,38654091.2,2025-09-28 18:09:10.244878
Región I,2018,Julio,116.0797,6.4064,19.1171,-,9,0,33491084.3,2025-09-28 18:09:10.244878
Región I,2019,Julio,25.954,1.4362,19.0669,-,22,1,30087617.3,2025-09-28 18:09:10.244878
Región I,2020,Julio,36.5449,1.7149,22.4836,-,24,3,34377905.4,2025-09-28 18:09:10.244878
Región I,2021,Julio,103.5042,5.4679,19.9715,-,16,1,20041392.5,2025-09-28 18:09:10.244878
Región I,2022,Julio,143.3944,7.3709,20.5254,8,34,2,40752206.5,2025-09-28 18:09:10.244878
Región I,2023,Julio,77.8772,4.849,16.9447,10,20,1,16593549.2,2025-09-28 18:09:10.244878
Región I,2024,Julio,26.3531,1.538,18.0786,12,39,1,45154221.1,2025-09-28 18:09:10.244878
Región I,2025,Julio,75.3919,4.2548,18.6948,9,38,1,43127584.4,2025-09-28 18:09:10.244878
Región I,2018,Agosto,102.1855,5.732,18.8089,-,9,0,33930664.4,2025-09-28 18:09:10.244878
Región I,2019,Agosto,32.7381,1.7632,19.5896,-,21,2,33648775.5,2025-09-28 18:09:10.244878
Región I,2020,Agosto,48.6987,2.3106,22.237,-,27,1,40838801.9,2025-09-28 18:09:10.244878
Región I,2021,Agosto,94.1117,4.9516,4.0741,-,34,1,39764118.2,2025-09-28 18:09:10.244878
Región I,2022,Agosto,170.6444,8.9385,20.142,10,35,1,41316564.6,2025-09-28 18:09:10.244878
Región I,2023,Agosto,69.7864,4.3398,16.966,9,36,1,46616699.8,2025-09-28 18:09:10.244878
Región I,2024,Agosto,20.5496,1.1377,19.0568,11,38,1,45218320.3,2025-09-28 18:09:10.244878
Región I,2025,Agosto,61.6449,3.4742,18.7204,12,43,1,44386567.2,2025-09-28 18:09:10.244878
Región I,2018,Septiembre,82.7067,4.5797,19.0539,-,11,0,32015374.3,2025-09-28 18:09:10.244878
Región I,2019,Septiembre,42.9597,2.3097,19.6242,-,24,3,31101983.6,2025-09-28 18:09:10.244878
Región I,2020,Septiembre,45.8857,2.2366,21.645,-,27,2,33359561.2,2025-09-28 18:09:10.244878
Región I,2021,Septiembre,108.3706,5.7146,20.0078,-,31,1,36275667.9,2025-09-28 18:09:10.244878
Región I,2022,Septiembre,154.9584,8.1448,20.073,8,36,1,36450110.0,2025-09-28 18:09:10.244878
Región I,2023,Septiembre,60.9772,3.7311,17.2426,35,2,10,39634391.5,2025-09-28 18:09:10.244878
Región I,2024,Septiembre,31.2472,1.6786,19.6395,12,42,1,48836211.0,2025-09-28 18:09:10.244878
Región I,2018,Octubre,41.9767,2.3231,19.0638,-,22,0,26719654.8,2025-09-28 18:09:10.244878
Región I,2019,Octubre,34.7852,1.8947,19.3701,-,25,4,27423639.6,2025-09-28 18:09:10.244878
Región I,2020,Octubre,35.7145,1.7644,21.3558,-,26,2,33994662.5,2025-09-28 18:09:10.244878
Región I,2021,Octubre,109.92,5.6648,20.4723,-,27,1,29320824.9,2025-09-28 18:09:10.244878
Región I,2022,Octubre,100.642,5.3053,20.0146,9,33,1,28620829.9,2025-09-28 18:09:10.244878
Región I,2023,Octubre,44.7081,2.6156,18.0338,10,38,1,36186316.0,2025-09-28 18:09:10.244878
Región I,2024,Octubre,28.1224,1.5087,19.6659,11,42,3,36374001.1,2025-09-28 18:09:10.244878
Región I,2018,Noviembre,47.5193,2.4758,20.25,-,23,0,21212634.5,2025-09-28 18:09:10.244878
Región I,2019,Noviembre,41.9631,2.2948,19.2931,-,23,3,23972647.0,2025-09-28 18:09:10.244878
Región I,2020,Noviembre,54.9146,2.825,20.5088,-,24,4,22308043.1,2025-09-28 18:09:10.244878
Región I,2021,Noviembre,103.8968,5.274,20.7843,-,25,1,22891482.6,2025-09-28 18:09:10.244878
Región I,2022,Noviembre,106.5425,5.7654,19.497,8,27,1,20594951.2,2025-09-28 18:09:10.244878
Región I,2023,Noviembre,47.0033,2.8413,17.4537,8,41,2,28163603.6,2025-09-28 18:09:10.244878
Región I,2024,Noviembre,38.7808,2.0137,20.3185,12,73,2,27525594.0,2025-09-28 18:09:10.244878
Región I,2018,Diciembre,43.3173,2.265,20.1775,0,19,1,14544260.5,2025-09-28 18:09:10.244878
Región I,2019,Diciembre,48.8264,2.6862,19.1776,-,24,3,23594006.6,2025-09-28 18:09:10.244878
Región I,2020,Diciembre,69.3831,3.6634,19.9821,-,28,5,19055253.8,2025-09-28 18:09:10.244878
Región I,2021,Diciembre,98.117,4.9325,20.9873,8,31,0,25930513.4,2025-09-28 18:09:10.244878
Región I,2022,Diciembre,204.9923,11.0445,19.5825,8,35,2,25216301.9,2025-09-28 18:09:10.244878
Región I,2023,Diciembre,46.8252,2.8681,17.2253,9,33,1,28885690.7,2025-09-28 18:09:10.244878
Región I,2024,Diciembre,56.4256,2.9416,20.2382,9,36,1,27873774.4,2025-09-28 18:09:10.244878
Región II,2019,Enero,69.2036,3.7998,19.2154,0,33,1,25515829.9,2025-09-28 18:09:10.244878
Región II,2020,Enero,43.61,2.4466,18.806,-,39,3,25069922.7,2025-09-28 18:09:10.244878
Región II,2021,Enero,63.8452,3.3868,19.8889,-,38,3,20810458.4,2025-09-28 18:09:10.244878
Región II,2022,Enero,94.6772,4.879,20.4734,9,37,1,21502761.1,2025-09-28 18:09:10.244878
Región II,2023,Enero,61.7478,3.421,19.0436,10,52,2,22351794.1,2025-09-28 18:09:10.244878
Región II,2024,Enero,61.07,3.7762,17.0626,11,50,2,27185393.1,2025-09-28 18:09:10.244878
Región II,2025,Enero,89.563,4.5961,20.5599,14,63,3,26396154.5,2025-09-28 18:09:10.244878
Región II,2018,Febrero,79.7001,4.514,18.6282,-,13,1,8179341.5,2025-09-28 18:09:10.244878
Región II,2019,Febrero,44.1659,2.4282,19.1902,-,34,1,25035943.1,2025-09-28 18:09:10.244878
Región II,2020,Febrero,33.2527,1.8695,18.7664,-,43,4,23608360.8,2025-09-28 18:09:10.244878
Región II,2021,Febrero,520.7517,27.1435,20.2415,-,38,6,17600084.1,2025-09-28 18:09:10.244878
Región II,2022,Febrero,101.768,5.2422,20.4823,10,38,2,19760247.0,2025-09-28 18:09:10.244878
Región II,2023,Febrero,54.2612,3.071,18.6418,11,56,1,23604401.0,2025-09-28 18:09:10.244878
Región II,2024,Febrero,41.3203,2.5495,17.0996,12,62,2,24404175.0,2025-09-28 18:09:10.244878
Región II,2025,Febrero,70.8091,3.6512,20.4612,14,60,3,23286766.1,2025-09-28 18:09:10.244878
Región II,2018,Marzo,68.9135,3.8915,18.6839,-,15,1,8986327.8,2025-09-28 18:09:10.244878
Región II,2019,Marzo,41.1985,2.2599,19.2339,-,37,1,27005263.6,2025-09-28 18:09:10.244878
Región II,2020,Marzo,35.9665,1.7273,21.969,-,45,5,22078570.9,2025-09-28 18:09:10.244878
Región II,2021,Marzo,69.8653,3.5456,20.7895,-,41,6,23807501.5,2025-09-28 18:09:10.244878
Región II,2022,Marzo,93.4841,4.7865,20.6061,11,45,2,25105573.9,2025-09-28 18:09:10.244878
Región II,2023,Marzo,40.8828,2.3438,18.403,10,50,3,22205677.1,2025-09-28 18:09:10.244878
Región II,2024,Marzo,26.6798,1.6711,16.8445,13,57,2,26308129.6,2025-09-28 18:09:10.244878
Región II,2025,Marzo,51.2761,2.6717,20.2488,14,79,3,32307524.6,2025-09-28 18:09:10.244878
Región II,2018,Abril,74.4011,4.2786,18.3464,-,16,1,10478680.9,2025-09-28 18:09:10.244878
Región II,2019,Abril,27.7488,1.539,19.0231,-,48,1,23723229.1,2025-09-28 18:09:10.244878
Región II,2020,Abril,37.919,1.6492,24.2579,-,42,5,21662383.2,2025-09-28 18:09:10.244878
